Name,City,Country,Latitude,Longitude,Type,Climate,Cost,Activities,Rating
Destination37,City 37,DE,55.344210600570946,-1.408311038895274,Mountain,Subarctic,78.75507204934516,"['Hiking', 'Skiing']",3
Destination38,City 38,NO,39.13219378312751,-6.676752358584367,Mountain,Temperate,100.75190883180618,"['Hiking', 'Rock climbing']",4
Destination39,City 39,CZ,47.86462706280344,-1.9690169680517755,Historical,Mediterranean,71.63099684511417,"['Sightseeing', 'Cultural events']",3
Destination40,City 40,PT,40.10068516578715,35.93421537516976,Historical,Subarctic,82.90183018195161,"['Historical sites', 'Cultural events']",4
Destination41,City 41,DK,51.42684826057129,35.02977435744957,Mountain,Subarctic,97.16279469125391,"['Hiking', 'Rock climbing']",3
Destination42,City 42,CZ,39.527020880702395,15.266662298424613,Beach,Mediterranean,120.06717012263135,"['Snorkeling', 'Surfing']",3
Destination43,City 43,SK,57.72884994157149,38.65150434291566,City,Mediterranean,62.08382574623829,"['Nightlife', 'Theater']",3
Destination44,City 44,PL,52.961516358426834,14.111095855489467,Beach,Mediterranean,50.661586409958176,"['Sunbathing', 'Surfing']",4
Destination45,City 45,AT,35.460104145874695,22.952233025213864,Beach,Mediterranean,115.08233642079057,"['Sunbathing', 'Snorkeling']",4
Destination46,City 46,SK,46.17467425522326,31.72729412685844,Historical,Mediterranean,89.47465212816321,"['Sightseeing', 'Historical sites']",4
Destination47,City 47,SE,53.66459357159194,9.019384770474161,Beach,Mediterranean,104.0868679792937,"['Sunbathing', 'Surfing']",4
Destination48,City 48,CZ,40.71581220847467,28.24463710700283,City,Temperate,117.24424970614828,"['Museums', 'Nightlife']",3
Destination49,City 49,HU,44.22035331830888,23.647435841033,Mountain,Mediterranean,55.09237482806526,"['Rock climbing', 'Skiing']",5
Destination50,City 50,LU,56.268557650129004,37.47609880903549,Mountain,Subarctic,109.1372751668867,"['Rock climbing', 'Skiing']",4
Destination51,City 51,IE,54.580058163858276,27.114792666888192,Beach,Temperate,121.81752728257023,"['Snorkeling', 'Surfing']",4
Destination52,City 52,UK,41.60294822549058,16.875220933454415,Beach,Temperate,129.12594814181165,"['Surfing', 'Snorkeling']",5
Destination53,City 53,NO,51.5260543513626,8.392451968694733,Historical,Temperate,47.788523651082635,"['Sightseeing', 'Historical sites']",5
Destination54,City 54,SI,48.2827174948198,31.08679796570167,Historical,Temperate,138.77718853248402,"['Sightseeing', 'Cultural events']",4
Destination55,City 55,CH,43.763163913836294,27.3033630949599,Historical,Mediterranean,122.24864547950092,"['Historical sites', 'Cultural events']",5
Destination56,City 56,PT,59.08977989160364,24.70937993303493,City,Mediterranean,90.2585009784294,"['Nightlife', 'Museums']",5
Destination57,City 57,CH,36.696339186100815,-5.88823451679222,City,Temperate,121.79526221364559,"['Museums', 'Shopping']",4
Destination58,City 58,PT,45.57794632027692,11.68389064955986,City,Mediterranean,139.02640191456362,"['Shopping', 'Nightlife']",4
Destination59,City 59,NL,44.51974667394858,-0.8526586257570106,City,Temperate,90.03926910561283,"['Museums', 'Theater']",4
Destination60,City 60,BE,44.848519404547275,28.249697485103326,City,Mediterranean,89.22793351782315,"['Shopping', 'Theater']",3
Destination61,City 61,NL,59.842136197185134,-6.542390253574789,Beach,Temperate,68.99659174891104,"['Surfing', 'Snorkeling']",5
Destination62,City 62,AT,54.22735822645417,-6.92052695060659,Mountain,Subarctic,79.41854663645202,"['Rock climbing', 'Skiing']",5
Destination63,City 63,ES,53.24057218725759,31.241522516607567,Mountain,Mediterranean,136.68306152509913,"['Hiking', 'Skiing']",4
Destination64,City 64,SE,37.72588238603129,37.23464048082896,Historical,Temperate,184.29995953506574,"['Historical sites', 'Cultural events']",4
Destination65,City 65,DE,43.67369411945307,12.526565208431627,Mountain,Subarctic,49.035551743237775,"['Rock climbing', 'Skiing']",3
Destination66,City 66,LU,47.55841942577877,-7.780985309010438,Historical,Mediterranean,141.09027728463263,"['Sightseeing', 'Historical sites']",4
Destination67,City 67,BE,44.03172482876456,-4.531296070530013,City,Mediterranean,112.40372579993425,"['Nightlife', 'Shopping']",5
Destination68,City 68,LU,49.4241559878484,-6.3349447003469415,Mountain,Mediterranean,71.52066473952357,"['Rock climbing', 'Hiking']",3
Destination69,City 69,IT,41.757520497303624,10.67903648260873,Historical,Temperate,129.5081011949723,"['Cultural events', 'Sightseeing']",3
Destination70,City 70,PT,36.01004994542278,5.982527353553294,City,Temperate,116.72326942067525,"['Shopping', 'Museums']",4
Destination71,City 71,SE,38.1980405584208,36.56109616280222,Beach,Mediterranean,105.8779999798007,"['Sunbathing', 'Surfing']",4
Destination72,City 72,FI,36.462097806913846,19.027001177676386,Historical,Mediterranean,81.50959608618301,"['Historical sites', 'Sightseeing']",4
Destination73,City 73,SI,50.75004161054007,35.69474110828079,Historical,Subarctic,79.04437333368593,"['Cultural events', 'Sightseeing']",4
Destination74,City 74,CZ,46.254459901721205,-4.51879354157141,City,Temperate,28.87051017894936,"['Theater', 'Nightlife']",4
Destination75,City 75,DK,55.558985961605345,3.622562987111852,Mountain,Temperate,113.14633680608426,"['Rock climbing', 'Skiing']",3
Destination76,City 76,AT,54.82577342346562,24.565884292194106,Mountain,Mediterranean,115.55606548730555,"['Skiing', 'Rock climbing']",4
Destination77,City 77,IE,59.13272138342337,17.73137404003858,City,Temperate,84.97430876661926,"['Nightlife', 'Theater']",5
Destination78,City 78,GR,53.156061382412645,12.538003391320782,Beach,Mediterranean,116.7392298326499,"['Snorkeling', 'Surfing']",4
Destination79,City 79,ES,52.81147412609559,2.70127445707665,Mountain,Mediterranean,111.65829959023834,"['Rock climbing', 'Hiking']",5
Destination80,City 80,ES,50.916325832149454,6.717863503276281,Historical,Mediterranean,112.57503389816578,"['Cultural events', 'Historical sites']",3
Destination81,City 81,CH,52.50231082324014,14.583199433465964,Beach,Temperate,84.39142674926075,"['Surfing', 'Sunbathing']",4
Destination82,City 82,IT,42.557320870601394,26.302799079151676,Historical,Mediterranean,93.9312878404662,"['Cultural events', 'Sightseeing']",3
Destination83,City 83,SE,43.31029334668994,2.6412580386614355,Historical,Subarctic,100.56745358500498,"['Historical sites', 'Cultural events']",5
Destination84,City 84,DE,54.169758939276406,22.242363251176194,Historical,Temperate,70.03013279148095,"['Historical sites', 'Sightseeing']",5
Destination85,City 85,NL,58.56896589354028,31.21327585911817,Beach,Mediterranean,91.83320217712959,"['Sunbathing', 'Surfing']",4
Destination86,City 86,PT,55.63777237296675,15.670152860789791,Beach,Mediterranean,154.70024702211452,"['Sunbathing', 'Snorkeling']",5
Destination87,City 87,PT,48.43736922556986,7.5124224048785635,Historical,Temperate,109.97168165822245,"['Cultural events', 'Historical sites']",5
Destination88,City 88,CH,46.964874934510476,22.953007307433033,Historical,Mediterranean,80.3167982761292,"['Historical sites', 'Cultural events']",3
Destination89,City 89,LU,41.37754354638382,-0.5595815139318798,Historical,Temperate,79.24238103221336,"['Historical sites', 'Cultural events']",4
Destination90,City 90,DE,38.263850614118475,33.69792057695111,Historical,Temperate,80.625898074039,"['Cultural events', 'Historical sites']",3
Destination91,City 91,UK,43.59103620070776,26.957479509008415,Beach,Mediterranean,78.10229828852975,"['Surfing', 'Snorkeling']",5
Destination92,City 92,GR,51.74706557880651,16.32202372417563,City,Mediterranean,145.71806563436698,"['Nightlife', 'Theater']",3
Destination93,City 93,NL,53.32468469384611,27.70214903558096,Historical,Temperate,125.05908093681722,"['Sightseeing', 'Historical sites']",3
Destination94,City 94,FR,46.39200724192986,15.147474323198349,Historical,Temperate,93.45861531917615,"['Cultural events', 'Historical sites']",4
Destination95,City 95,LU,36.41925637284167,32.49763923803666,City,Mediterranean,141.6336411983752,"['Theater', 'Shopping']",4
Destination96,City 96,UK,40.38212161857555,-5.313416775858439,Historical,Temperate,133.70464922404406,"['Sightseeing', 'Cultural events']",3
Destination97,City 97,DK,50.878752559260306,0.9997576010678273,City,Temperate,67.58531234523156,"['Museums', 'Shopping']",4
Destination98,City 98,SI,50.47330223330427,37.8383550960242,Mountain,Temperate,163.56473616566566,"['Rock climbing', 'Skiing']",5
Destination99,City 99,BE,39.136109039725476,-4.559580355947115,Beach,Mediterranean,69.61970457207296,"['Snorkeling', 'Sunbathing']",5
Destination100,City 100,BE,52.92510556290067,10.284339767657382,Historical,Temperate,118.5386733574342,"['Cultural events', 'Sightseeing']",5
Destination101,City 101,SE,59.97806825282905,21.524369849301316,Beach,Temperate,67.62169080974641,"['Surfing', 'Sunbathing']",3
Destination102,City 102,PT,51.477712361445086,3.0469268435838224,Historical,Mediterranean,107.87295406238339,"['Cultural events', 'Historical sites']",4
Destination103,City 103,SK,45.05167949561525,38.43839281827174,Historical,Temperate,104.52234040134479,"['Historical sites', 'Cultural events']",5
Destination104,City 104,NL,57.13869352417167,13.339330013266217,Historical,Temperate,38.82165065456685,"['Sightseeing', 'Historical sites']",4
Destination105,City 105,IT,56.48819227283999,7.6758050597451195,Historical,Subarctic,111.61683604486589,"['Cultural events', 'Sightseeing']",4
Destination106,City 106,BE,54.170788619124565,12.522312926859765,Beach,Temperate,137.54473143292728,"['Surfing', 'Sunbathing']",3
Destination107,City 107,PT,59.50355300425336,37.10017462958797,Mountain,Temperate,122.43738888872167,"['Hiking', 'Rock climbing']",3
Destination108,City 108,NL,35.29731062246409,30.33909150342584,Historical,Subarctic,121.72880681594543,"['Sightseeing', 'Cultural events']",3
Destination109,City 109,CZ,51.66899177862518,-9.65370050335024,City,Mediterranean,77.3441320455368,"['Theater', 'Nightlife']",3
Destination110,City 110,SK,36.85520195605328,15.790993121643691,City,Mediterranean,94.04880431947626,"['Shopping', 'Theater']",5
Destination111,City 111,CH,59.40358711303209,31.70993051629977,Beach,Temperate,69.85902669340472,"['Surfing', 'Sunbathing']",3
Destination112,City 112,NO,43.18368574039551,-9.11845841516026,Beach,Temperate,81.37458790009143,"['Surfing', 'Snorkeling']",5
Destination113,City 113,NL,40.10659657848362,-4.030801049600344,Mountain,Subarctic,106.83429416108821,"['Skiing', 'Hiking']",5
Destination114,City 114,IE,45.642197605382314,1.5517526709137783,Historical,Subarctic,117.79838212822604,"['Historical sites', 'Cultural events']",3
Destination115,City 115,FR,54.66279670002494,18.945974095367283,Mountain,Mediterranean,119.61149621520873,"['Hiking', 'Rock climbing']",4
Destination116,City 116,GR,41.460623170817094,29.51590456795806,City,Mediterranean,134.62952968529396,"['Nightlife', 'Theater']",5
Destination117,City 117,NL,35.923873275865176,32.93367142839222,City,Temperate,112.01431143993187,"['Museums', 'Shopping']",4
Destination118,City 118,CH,35.606306417508996,36.61350352954595,Mountain,Mediterranean,88.21957018170004,"['Hiking', 'Skiing']",5
Destination119,City 119,UK,47.281448911272236,32.27783597229334,Beach,Mediterranean,61.536225829742584,"['Surfing', 'Snorkeling']",3
Destination120,City 120,PL,47.400871315491806,-1.8906629097977046,Historical,Temperate,114.87424751130968,"['Cultural events', 'Historical sites']",3
Destination121,City 121,SE,38.79727315513084,17.918841109188257,City,Mediterranean,44.93868753197414,"['Shopping', 'Museums']",5
Destination122,City 122,ES,41.30173759983398,25.296206543690772,Beach,Temperate,87.0040031989726,"['Snorkeling', 'Sunbathing']",3
Destination123,City 123,BE,57.392211697827584,13.076380311201778,Mountain,Subarctic,82.14053120467062,"['Skiing', 'Hiking']",3
Destination124,City 124,PT,51.183726248217454,21.108797650393054,Historical,Mediterranean,117.4925957538196,"['Historical sites', 'Sightseeing']",5
Destination125,City 125,FI,52.05986163482978,32.69315475170073,Beach,Temperate,83.49409507048057,"['Sunbathing', 'Surfing']",3
Destination126,City 126,PL,56.659284560197854,11.070102917168228,Historical,Subarctic,88.46755377714396,"['Historical sites', 'Cultural events']",3
Destination127,City 127,SI,40.07210675959224,-6.727125183997098,Historical,Temperate,98.7416145122991,"['Historical sites', 'Sightseeing']",4
Destination128,City 128,PL,38.6246054344535,6.041738819731314,Mountain,Temperate,119.15545222535658,"['Rock climbing', 'Skiing']",4
Destination129,City 129,HU,44.30476017708886,-7.117320585804895,Mountain,Temperate,69.42205581075426,"['Hiking', 'Rock climbing']",4
Destination130,City 130,DK,36.32583418202445,-0.7394124840481044,City,Temperate,52.7715228412653,"['Theater', 'Museums']",5
Destination131,City 131,ES,53.07889677718485,4.288061321822454,Historical,Temperate,84.42232829608491,"['Sightseeing', 'Historical sites']",4
Destination132,City 132,PL,35.715247036586284,12.70785685713464,Mountain,Temperate,83.17918985208898,"['Skiing', 'Hiking']",5
Destination133,City 133,FI,44.0785999619214,10.233640058113124,Mountain,Mediterranean,125.08799113360398,"['Rock climbing', 'Hiking']",3
Destination134,City 134,AT,49.97071434969146,-2.6915165497592897,Historical,Mediterranean,123.79626761962021,"['Sightseeing', 'Historical sites']",5
Destination135,City 135,ES,49.1290113137218,10.741371168799876,Beach,Mediterranean,74.93232973816058,"['Surfing', 'Sunbathing']",5
Destination136,City 136,IT,43.07644177063994,6.8279237019023356,Historical,Temperate,78.47881658477854,"['Cultural events', 'Sightseeing']",5
Destination137,City 137,SI,58.67909080226997,14.442841339079948,Historical,Subarctic,64.35147123019716,"['Historical sites', 'Cultural events']",4
Destination138,City 138,UK,40.31271445124091,19.611908561648896,Mountain,Mediterranean,123.02681705928221,"['Skiing', 'Rock climbing']",3
Destination139,City 139,IT,37.10778103949055,1.2940392316697054,Historical,Temperate,75.0524934213085,"['Historical sites', 'Sightseeing']",4
Destination140,City 140,NO,57.187785525284696,10.225123194478954,Mountain,Mediterranean,149.3997069128183,"['Hiking', 'Rock climbing']",4
Destination141,City 141,ES,38.39704508865934,34.49901314034485,Beach,Temperate,128.86847864472333,"['Surfing', 'Sunbathing']",3
Destination142,City 142,SE,46.447380174476855,6.4526812791178685,City,Mediterranean,127.86017994946295,"['Nightlife', 'Shopping']",4
Destination143,City 143,UK,44.144059382843835,-8.538717771258577,Historical,Subarctic,121.91170526620337,"['Cultural events', 'Sightseeing']",4
Destination144,City 144,CH,48.84250208232201,34.09061633212241,Beach,Mediterranean,130.0502085288494,"['Surfing', 'Snorkeling']",3
Destination145,City 145,IT,36.09237089733698,9.563387172353934,Historical,Mediterranean,102.46122186411043,"['Historical sites', 'Sightseeing']",3
Destination146,City 146,NL,44.61116961189211,1.4174624117241876,Historical,Subarctic,82.66918674959558,"['Cultural events', 'Sightseeing']",4
Destination147,City 147,CH,42.81541670697864,3.6217379555103655,Beach,Temperate,126.96382969216391,"['Sunbathing', 'Snorkeling']",5
Destination148,City 148,PT,37.43348581684856,-5.104177874767299,City,Mediterranean,107.05082351242666,"['Shopping', 'Museums']",3
Destination149,City 149,NO,48.73586891846805,8.974022019403229,Historical,Mediterranean,117.80360344854324,"['Historical sites', 'Cultural events']",5
Destination150,City 150,CZ,59.82134095144388,37.91552724443303,City,Mediterranean,137.96710233590545,"['Museums', 'Nightlife']",4
Destination151,City 151,UK,56.48926734384787,36.593583125107855,Mountain,Mediterranean,103.99640938781009,"['Hiking', 'Rock climbing']",4
Destination152,City 152,FI,59.926465407584104,-9.390654499038622,Mountain,Mediterranean,149.80222078542621,"['Skiing', 'Hiking']",3
Destination153,City 153,DE,54.7425040588207,-5.736732160011146,Mountain,Temperate,73.96449344315405,"['Skiing', 'Hiking']",5
Destination154,City 154,CH,51.94087850134359,21.997514489653707,Historical,Mediterranean,93.61464375137196,"['Sightseeing', 'Historical sites']",3
Destination155,City 155,FI,51.04438630534547,25.2280103394473,Beach,Temperate,142.26985773524345,"['Sunbathing', 'Snorkeling']",4
Destination156,City 156,NO,48.661412241527934,0.5883948982720906,Beach,Mediterranean,83.55142707072038,"['Surfing', 'Snorkeling']",4
Destination157,City 157,HU,46.94697479478941,12.02982315078052,City,Temperate,38.745118187576495,"['Theater', 'Museums']",5
Destination158,City 158,PL,48.69631507529056,-2.9192683147821885,Beach,Mediterranean,84.38103174930886,"['Surfing', 'Snorkeling']",4
Destination159,City 159,CZ,52.66357712456056,-1.5520897097874986,Mountain,Mediterranean,110.22035484449646,"['Rock climbing', 'Hiking']",5
Destination160,City 160,DE,40.55588025138955,30.942086387534346,Historical,Subarctic,134.05653686519994,"['Historical sites', 'Sightseeing']",4
Destination161,City 161,GR,51.94310971352948,10.952888100996997,Historical,Subarctic,114.61613534578174,"['Historical sites', 'Cultural events']",4
Destination162,City 162,LU,38.543060695932745,-6.0685213796010125,Beach,Mediterranean,107.92155102415879,"['Snorkeling', 'Surfing']",4
Destination163,City 163,PL,42.12933294193497,39.77462267157597,City,Mediterranean,71.36523926807232,"['Theater', 'Nightlife']",4
Destination164,City 164,CZ,37.50619989796936,26.9389433943876,Mountain,Temperate,101.9227178344627,"['Rock climbing', 'Skiing']",3
Destination165,City 165,NL,49.150560635526375,32.477031121673576,City,Mediterranean,160.78907098701478,"['Shopping', 'Theater']",5
Destination166,City 166,UK,58.701992829173676,11.63388201144862,Mountain,Temperate,101.36449374722699,"['Hiking', 'Rock climbing']",5
Destination167,City 167,ES,56.785137283946696,14.280699922323073,Mountain,Subarctic,76.85832468285436,"['Hiking', 'Skiing']",3
Destination168,City 168,IT,55.765863194877454,-8.770390293546589,Historical,Temperate,75.06186330040293,"['Historical sites', 'Cultural events']",5
Destination169,City 169,NL,52.66604766069254,35.43828942460602,Historical,Subarctic,133.3216707152025,"['Sightseeing', 'Historical sites']",4
Destination170,City 170,IE,35.08917545004728,29.159475949558157,City,Temperate,67.75305422816342,"['Nightlife', 'Shopping']",4
Destination171,City 171,BE,52.41495731945912,6.044427429982733,Mountain,Temperate,133.65864716612606,"['Hiking', 'Skiing']",3
Destination172,City 172,IE,57.308404826509594,-2.1846569942619043,Mountain,Subarctic,96.06570263834736,"['Skiing', 'Rock climbing']",5
Destination173,City 173,PT,46.49001015422696,38.13588322552295,City,Mediterranean,86.45798282604953,"['Nightlife', 'Theater']",5
Destination174,City 174,SE,42.23166647175296,20.765476566224436,Beach,Temperate,92.92065084913233,"['Surfing', 'Snorkeling']",4
Destination175,City 175,UK,40.3100995731621,12.56289923608724,Historical,Subarctic,71.17366605977827,"['Historical sites', 'Sightseeing']",4
Destination176,City 176,DK,52.29060034126131,39.747647477469144,Mountain,Temperate,78.64596647255317,"['Skiing', 'Rock climbing']",3
Destination177,City 177,ES,43.80313085259776,18.27878500160691,City,Mediterranean,117.3861910861956,"['Nightlife', 'Museums']",5
Destination178,City 178,BE,46.29328275969317,9.16117169357754,Mountain,Temperate,58.9347660732928,"['Skiing', 'Hiking']",3
Destination179,City 179,FR,58.902347472099855,0.8944605101775114,City,Temperate,119.96220139254692,"['Shopping', 'Theater']",3
Destination180,City 180,BE,58.813892914476426,-7.490189781028369,Historical,Mediterranean,110.98301233928902,"['Sightseeing', 'Historical sites']",3
Destination181,City 181,BE,45.41701963057805,-5.848603291359452,Beach,Mediterranean,73.9551303870371,"['Sunbathing', 'Surfing']",3
Destination182,City 182,UK,53.08684046758911,33.47687386030017,Beach,Temperate,99.24426308329193,"['Surfing', 'Snorkeling']",4
Destination183,City 183,IT,48.03022044722106,29.633917735240182,City,Mediterranean,41.68233330386591,"['Shopping', 'Theater']",5
Destination184,City 184,UK,59.3962684681337,34.882226095285475,Beach,Temperate,148.3749520627009,"['Surfing', 'Sunbathing']",5
Destination185,City 185,NO,49.39676368400278,-3.661977759278331,Mountain,Temperate,85.35016534018825,"['Hiking', 'Rock climbing']",3
Destination186,City 186,UK,44.042733202701584,31.461917213360373,City,Temperate,94.16436908246843,"['Nightlife', 'Shopping']",3
Destination187,City 187,PT,54.393388793908116,-3.6412350275284524,Beach,Temperate,67.26741734532894,"['Snorkeling', 'Surfing']",4
Destination188,City 188,BE,54.67898125589005,-5.018165102272806,Mountain,Mediterranean,80.73762137479578,"['Rock climbing', 'Hiking']",3
Destination189,City 189,GR,36.605458531584304,11.303673822157776,City,Mediterranean,65.05214412844316,"['Nightlife', 'Museums']",3
Destination190,City 190,PT,39.12042435570432,21.304739863567328,City,Temperate,107.56566383317801,"['Nightlife', 'Shopping']",4
Destination191,City 191,AT,44.57839810004139,30.600120370184435,Historical,Subarctic,88.07299157866248,"['Cultural events', 'Historical sites']",5
Destination192,City 192,DK,41.42965364455958,-9.078073905970165,City,Temperate,51.08770899714743,"['Museums', 'Nightlife']",5
Destination193,City 193,PT,47.71359058435361,17.92490182578718,Beach,Temperate,128.3921871903239,"['Snorkeling', 'Sunbathing']",3
Destination194,City 194,ES,37.326354919793296,4.333671461968317,Beach,Mediterranean,146.4190423886016,"['Sunbathing', 'Snorkeling']",3
Destination195,City 195,FR,53.81933294912759,15.761383797894322,Mountain,Subarctic,128.03046089711933,"['Skiing', 'Rock climbing']",5
Destination196,City 196,CZ,56.285591745339964,27.818354449350714,Historical,Subarctic,92.41432929549052,"['Sightseeing', 'Cultural events']",4
Destination197,City 197,PL,39.566945320389365,27.125443115947327,City,Mediterranean,65.24562025261345,"['Shopping', 'Museums']",5
Destination198,City 198,NL,54.54424669795651,7.52309117165149,Beach,Mediterranean,77.30592124188615,"['Surfing', 'Snorkeling']",4
Destination199,City 199,AT,56.11402880280046,26.020422615398907,Historical,Mediterranean,72.86335865707402,"['Historical sites', 'Sightseeing']",3
Destination200,City 200,ES,41.263252633910696,3.1790647586437153,City,Mediterranean,96.16285542033285,"['Theater', 'Shopping']",3
Destination201,City 201,SI,57.76023991164729,31.805091447945884,Historical,Mediterranean,119.64146676914959,"['Sightseeing', 'Cultural events']",3
Destination202,City 202,AT,47.95883295496303,-8.932773130004009,City,Temperate,133.51930298803424,"['Nightlife', 'Theater']",3
Destination203,City 203,IT,46.832474209718114,1.2360474925713056,City,Mediterranean,81.64911030554298,"['Nightlife', 'Theater']",3
Destination204,City 204,BE,58.355562738191225,14.821725227775794,City,Temperate,55.584837043462834,"['Theater', 'Museums']",5
Destination205,City 205,CZ,43.62802129463272,30.589402547340143,City,Mediterranean,105.89636297046881,"['Theater', 'Museums']",3
Destination206,City 206,ES,54.91809798026621,24.319674095902727,City,Temperate,113.59014561246451,"['Theater', 'Shopping']",4
Destination207,City 207,LU,50.37208292297249,-8.220157568823879,City,Temperate,121.82298538317636,"['Museums', 'Nightlife']",3
Destination208,City 208,PL,43.73651020941593,29.11792822640104,Mountain,Mediterranean,97.47277251135205,"['Skiing', 'Rock climbing']",5
Destination209,City 209,SE,48.885540734012764,8.260967898810097,Beach,Mediterranean,105.57221473736325,"['Snorkeling', 'Sunbathing']",5
Destination210,City 210,IE,54.445168297587635,18.949275972848916,Beach,Temperate,84.58781455827345,"['Surfing', 'Sunbathing']",4
Destination211,City 211,PT,55.63558900276311,21.533874811067232,Beach,Temperate,72.29370386233622,"['Surfing', 'Snorkeling']",4
Destination212,City 212,AT,52.31965994288784,39.90496302290953,City,Mediterranean,62.40950383945383,"['Shopping', 'Nightlife']",3
Destination213,City 213,FI,50.614502636023445,-0.12740390833098836,Historical,Subarctic,116.0786489466062,"['Cultural events', 'Sightseeing']",5
Destination214,City 214,NO,48.83264125431587,3.1262122060195328,Mountain,Subarctic,104.6653065908965,"['Hiking', 'Skiing']",3
Destination215,City 215,DK,50.641453016323425,-2.415983944873304,City,Mediterranean,104.89871337630365,"['Theater', 'Museums']",4
